code,name
582503,Икорец (Ю-Вост)
962823,Икура (ДВост)
238103,Икша (Моск)
893708,Иланская (Крас)
298301,Илеза (Сев)
889011,Илей (рзд) (Крас)
436805,Илек-Пеньковка (Ю-Вост)
010731,Илемсельга (Окт)
295411,Илес (рзд) (Сев)
251630,Илеть (Горьк)
783508,Илим (Сверд)
622927,Иловлинка (рзд) (Прив)
614206,Иловля I (Прив)
614305,Иловля II (Прив)
975433,Ильинка (ДВост)
264108,Ильино (Горьк)
994805,Ильинск-Сахалинский (ДВост)
994716,Ильинск-Южный (ДВост)
024503,Ильинская (Окт)
233364,Ильинский Погост (Моск)
242823,Ильичев (ОП) (Горьк)
938006,Илька (В-Сиб)
064515,Ильмановка (рзд) (Окт)
541626,Ильменный (рзд) (Прив)
622005,Ильмень (Прив)
781466,Ильмовка (обп) (Сверд)
523806,Ильская (С-Кав)
796160,Ильтым (рзд) (Сверд)
913009,Им. Генерала Милько (рзд) (ДВост)
611000,Им. Максима Горького (Прив)
016140,Имандра (Окт)
025603,Иматозеро (Окт)
951621,Имачи (Заб)
967117,Имбо (ДВост)
772950,Именновский (рзд) (Сверд)
963402,Ин (ДВост)
276139,Инга (рзд) (Горьк)
611049,Инга (рзд) (Прив)
796141,Ингаир (Сверд)
893905,Ингашская (Крас)
618724,Ингеловский (рзд) (Прив)
941812,Ингода (Заб)
884728,Инголь (Крас)
797731,Ингуягун (рзд) (Сверд)
533812,Индюк (рзд) (С-Кав)
602707,Инжавино (Ю-Вост)
264127,Инженерная (Горьк)
642102,Инза (Кбш)
654006,Инзер (Кбш)
858009,Инкерман I (Крым)
858206,Инкерман II (Крым)
531959,Иноземцево (С-Кав)
602503,Иноковка (Ю-Вост)
641044,Инсар (Кбш)
850007,Инская (З-Сиб)
288600,Инта I (Сев)
288704,Инта II (Сев)
544003,Инчхе (С-Кав)
850030,Иня (рзд) (З-Сиб)
851601,Иня-Восточная (З-Сиб)
285000,Иоссер (Сев)
528301,Ипатово (С-Кав)
976718,Ипполитовка (ДВост)
203000,Ипуть (Моск)
287102,Ираель (Сев)
888447,Ирба (рзд) (Крас)
889308,Ирбейская (Крас)
787804,Ирбит (Сверд)
625304,Иргиз (Прив)
902216,Ирдыкан (рзд) (В-Сиб)
763627,Иренский (Сверд)
997818,Иркир (рзд) (ДВост)
930108,Иркутск-Пассажирский (В-Сиб)
930004,Иркутск-Сортировочный (В-Сиб)
042107,Ирса (Окт)
835007,Иртышское (З-Сиб)
916401,Иса (ДВост)
916134,Исакан (рзд) (ДВост)
189759,Исаково (Моск)
800332,Исаковский (обп) (Ю-Ур)
290009,Исакогорка (Сев)
771500,Исеть (Сверд)
832009,Исилькуль (З-Сиб)
795628,Искинский (рзд) (Сверд)
853005,Искитим (З-Сиб)
841012,Искра (рзд) (З-Сиб)
650611,Исметово (Кбш)
794112,Исток (Сверд)
775003,Источник (Сверд)
880604,Итат (Крас)
874904,Итатка (З-Сиб)
951265,Иташино (Заб)
802111,Иткуль (рзд) (Ю-Ур)
313910,Итларь (Сев)
803129,Ишалино (рзд) (Ю-Ур)
871200,Ишаново (З-Сиб)
791608,Ишим (Сверд)
627920,Ишково (Прив)
253616,Иштуган (Горьк)
213426,Ишутино (рзд) (Моск)
539503,Ищерская (С-Кав)
255626,Июль (рзд) (Горьк)
885400,Июс (Крас)
252401,Йошкар-Ола (Горьк)
023905,Кааламо (Окт)
833042,Кабаклы (обп) (З-Сиб)
651972,Кабаково (Кбш)
762037,Кабалуд (Сверд)
658755,Кабановка (Кбш)
973828,Кабарга (ДВост)
534105,Кабардинская (С-Кав)
760506,Кабельная (Сверд)
852125,Кабинетное (обп) (З-Сиб)
043203,Кабожа (Окт)
514510,Кавалерский (С-Кав)
949513,Кавекта (Заб)
529906,Кавказ-Паром-Керчь (С-Кав)
529408,Кавказ-Паром-Крым (С-Кав)
520009,Кавказская (С-Кав)
517203,Кагальник (С-Кав)
942105,Кадала (Заб)
512746,Кадамовка (С-Кав)
287504,Каджером (Сев)
542629,Кади-Юрт (С-Кав)
301307,Кадниковский (Сев)
641101,Кадошкино (Кбш)
046108,Кадуй (Окт)
865801,Каз (З-Сиб)
218203,Казаки (Моск)
623949,Казаковка (Прив)
905712,Казанкан (рзд) (В-Сиб)
947804,Казаново (Заб)
886935,Казановская (Крас)
250302,Казань (Горьк)
250406,Казань (перев.) (Горьк)
304377,Казариново (Сев)
961110,Казачий (ДВост)
655846,Казаяк (Кбш)
592100,Казинка (Ю-Вост)
214005,Казначеевка (Моск)
888343,Казылкульский (рзд) (Крас)
886526,Казынет (Крас)
872102,Кайгур (З-Сиб)
926827,Каймоново (рзд) (В-Сиб)
618921,Кайсацкая (Прив)
774320,Каква (рзд) (Сверд)
587600,Какичев (С-Кав)
866005,Калары (З-Сиб)
583506,Калач (Ю-Вост)
864048,Калачево (обп) (З-Сиб)
832808,Калачинская (З-Сиб)
062308,Калашниково (Окт)
618917,Калашниковский (рзд) (Прив)
769017,Калийная (Сверд)
265505,Каликино (Горьк)
100016,Калининград-Пассажирский (Клнг)
613909,Калинино (Прив)
993159,Калинино-Сахалинское (ДВост)
609104,Калининск-Саратовский (Прив)
766108,Калино (Сверд)
074803,Калище (Окт)
844627,Калманка (З-Сиб)
584208,Калмык (Ю-Вост)
170818,Калошино (Моск)
865106,Калтан (З-Сиб)
886475,Калтас (Крас)
188205,Калуга I (Моск)
184401,Калуга II (Моск)
104727,Калужское (Клнг)
050508,Калязин (Окт)
050457,Калязин Пост (Окт)
288422,Калякурья (рзд) (Сев)
257000,Кама (Горьк)
257104,Кама (перев.) (Горьк)
253423,Камаево (рзд) (Горьк)
893200,Камала (Крас)
643622,Камандак (рзд) (Кбш)
892508,Камарчага (Крас)
257405,Камбарка (Горьк)
244710,Каменище (Горьк)
621515,Каменка (Прив)
287720,Каменка (Сев)
600044,Каменка (Ю-Вост)
895510,Каменная Речка (Крас)
021702,Каменногорск (Окт)
258817,Каменный (рзд) (Горьк)
841915,Каменный Ключ (З-Сиб)
513109,Каменоломни (С-Кав)
795100,Каменск-Уральский (Сверд)
587206,Каменская (С-Кав)
972045,Каменушка (ДВост)
975306,Камень-Рыболов (ДВост)
836601,Камень-на-Оби (З-Сиб)
316355,Каминский (Сев)
915729,Камнега (рзд) (ДВост)
828520,Камчиха (обп) (Ю-Ур)
921005,Камышет (В-Сиб)
621869,Камышин 2 (Прив)
792901,Камышлов (Сверд)
979608,Камышовая (ДВост)
858507,Камышовая Бухта (Крым)
887603,Камышта (Крас)
635236,Канадей (Кбш)
634002,Канаевка (Кбш)
636811,Канал (рзд) (Кбш)
238508,Каналстрой (Моск)
612342,Канальная (Прив)
248105,Канаш (Горьк)
027037,Кангас (Окт)
014906,Кандалакша (Окт)
015006,Кандалакша (перев.) (Окт)
601526,Кандауровка (Ю-Вост)
632825,Кандиевка (рзд) (Кбш)
651205,Кандры (Кбш)
813101,Кандуровка (Ю-Ур)
516003,Каневская (С-Кав)
515725,Канеловский (рзд) (С-Кав)
888606,Канзыба (Крас)
812325,Канисай (рзд) (Ю-Ур)
894306,Канифольная (Крас)
039602,Каннельярви (Окт)
893500,Канск-Енисейский (Крас)
586006,Кантемировка (Ю-Вост)
813351,Канчерово (Ю-Ур)
173106,Канютино (Моск)
268132,Капиданцы (рзд) (Горьк)
038008,Капитолово (Окт)
612412,Капкинский (рзд) (Прив)
616108,Капустин Яр (Прив)
886278,Капчалы (Крас)
542046,Кара-Баглы (рзд) (С-Кав)
825166,Кара-Гуга (Ю-Ур)
536011,Кара-Джалка (рзд) (С-Кав)
895807,Карабула (Крас)
609602,Карабулак (Прив)
540500,Карабулакский (С-Кав)
653338,Карагайка (рзд) (Кбш)
886333,Карай (Крас)
254727,Карамбай (Горьк)
621303,Карамыш (Прив)
070056,Карамышево (Окт)
653215,Каран (Кбш)
651217,Каран-Елга (рзд) (Кбш)
926329,Карапчанка (рзд) (В-Сиб)
233909,Карасево (Моск)
835609,Карасук I (З-Сиб)
791453,Карасульская (Сверд)
067142,Каратай (Окт)
832935,Каратканск (обп) (З-Сиб)
249305,Каратун (Горьк)
598821,Карачан (Ю-Вост)
200500,Карачев (Моск)
830304,Карбышево I (З-Сиб)
830408,Карбышево I (перев.) (З-Сиб)
832668,Карбышево II (З-Сиб)
811801,Каргала (Ю-Ур)
827903,Каргаполье (Ю-Ур)
834108,Каргат (З-Сиб)
542328,Каргинская (С-Кав)
605000,Кардаил (Ю-Вост)
172103,Кардымово (Моск)
773949,Карелино (Сверд)
601600,Кариан-Строганово (Ю-Вост)
304911,Каримово (рзд) (Сев)
276622,Каркалай (Горьк)
652000,Карламан (Кбш)
542722,Карлан-Юрт (С-Кав)
863331,Карлык (рзд) (З-Сиб)
792244,Кармак (Сверд)
646635,Кармала (рзд) (Кбш)
526518,Кармалиновский (рзд) (С-Кав)
257706,Карманово (Горьк)
775304,Карпинск (Сверд)
615904,Карповская (Прив)
291500,Карпогоры (Сев)
291603,Карпогоры-Пассажирская (Сев)
787208,Карпунино (Сверд)
925839,Карстовая (В-Сиб)
285416,Карсты (бп) (Сев)
816203,Карталы I (Ю-Ур)
816218,Карталы II (Ю-Ур)
965906,Картель (ДВост)
795702,Картымская (Сверд)
943108,Карымская (Заб)
885631,Карыш (рзд) (Крас)
586824,Карьер 122 км (рзд) (С-Кав)
803133,Касарги (рзд) (Ю-Ур)
221507,Касимов (Моск)
526015,Касиновка (рзд) (С-Кав)
041034,Кастенская (Окт)
595645,Касторная-Восточная (пп) (Ю-Вост)
595503,Касторная-Курская (Ю-Вост)
595401,Касторная-Новая (Ю-Вост)
931401,Касьяновка (В-Сиб)
808404,Катав-Ивановск (Ю-Ур)
827509,Катайск (Ю-Ур)
950614,Катарангра (Заб)
541151,Катаяма (С-Кав)
228243,Катино (Моск)
238003,Катуар (Моск)
286611,Катыдведь (обп) (Сев)
257301,Каучук (Горьк)
052607,Кафтино (Окт)
543087,Кафыр-Кумух (рзд) (С-Кав)
890703,Кача (Крас)
542224,Качалай (рзд) (С-Кав)
614600,Качалино (Прив)
641735,Качелай (Кбш)
773008,Качканар (Сверд)
827852,Качусово (Ю-Ур)
050809,Кашин (Окт)
191804,Кашира-Пассажирская (Моск)
191903,Кашира-Товарная (Моск)
632115,Кашма (рзд) (Кбш)
636101,Кашпир (Кбш)
880638,Каштан (Крас)
065132,Кащенки (Окт)
932809,Кая (В-Сиб)
544145,Каягент (С-Кав)
514205,Каяла (С-Кав)
829504,Каясан (Ю-Ур)
255700,Кварса (Горьк)
889516,Кварцит (рзд) (Крас)
070037,Кеб (Окт)
633230,Кевда (рзд) (Кбш)
934185,Кедровая-Сибирская (В-Сиб)
785109,Кедровка (Сверд)
988005,Кедровый (ДВост)
010801,Кедрозеро (Окт)
925307,Кежемская (В-Сиб)
761903,Кез (Сверд)
277019,Кекоран (Горьк)
297116,Келарева Горка (Сев)
904781,Кемен (рзд) (В-Сиб)
870104,Кемерово (З-Сиб)
870000,Кемерово-Сортировочное (З-Сиб)
246720,Кемля (Горьк)
890502,Кемчуг (Крас)
013208,Кемь (Окт)
966608,Кенада (ДВост)
966400,Кенай (ДВост)
950525,Кендагиры (Заб)
253103,Кендери (Горьк)
246612,Кендя (рзд) (Горьк)
631108,Кензино (Кбш)
290935,Кеница (Сев)
781004,Керамик (Сверд)
013829,Кереть (Окт)
265900,Керженец (Горьк)
286709,Керки (Сев)
647642,Керлей (рзд) (Кбш)
074409,Керстово (Окт)
867205,Керченский Завод (Крым)
512680,Керчик (рзд) (С-Кав)
867309,Керчь (Крым)
867807,Керчь-Порт (Крым)
867402,Керчь-Южная (Крым)
868804,Керчь-Южная-Паром (Крым)
777812,Кершаль (рзд) (Сверд)
051002,Кесова Гора (Окт)
014003,Кестеньга (Окт)
796917,Кетм-Игый (рзд) (Сверд)
924200,Кешево (В-Сиб)
531376,Киан (обп) (С-Кав)
248162,Кибечи (обп) (Горьк)
281264,Кивер (Сев)
028006,Кивиярви (Окт)
617011,Кигаш (Прив)
522536,Киевский (С-Кав)
938311,Кижа (В-Сиб)
768404,Кизел (Сверд)
298706,Кизема (Сев)
542807,Кизилюрт (С-Кав)
888485,Кизир (рзд) (Крас)
513607,Кизитеринка (С-Кав)
513700,Кизитеринка (перев.) (С-Кав)
886954,Кизлас (Крас)
542205,Кизляр (С-Кав)
254203,Кизнер (Горьк)
864809,Кийзак (З-Сиб)
074108,Кикерино (Окт)
249314,Кильдуразы (Горьк)
844720,Кильты (рзд) (З-Сиб)
889007,Кильчуг (Крас)
027713,Кимасозеро (рзд) (Окт)
922900,Кимильтей (В-Сиб)
961445,Кимкан (ДВост)
227202,Кимовск (Моск)
073507,Кингисепп (Окт)
657305,Кинель (Кбш)
316707,Кинешма (Сев)
319508,Кинешма (перев.) (Сев)
317004,Кинешма-2 (Сев)
316800,Кинешма-2 (перев.) (Сев)
810989,Кинзягулово (обп) (Ю-Ур)
796673,Кинтус (Сверд)
257922,Кинчак (рзд) (Горьк)
986705,Кипарисово (ДВост)
301805,Кипелово (Сев)
316904,Кипрево (Сев)
044300,Киприя (рзд) (Окт)
800722,Кир-Завод (Ю-Ур)
887656,Кирба (Крас)
962715,Кирга (пп) (ДВост)
902702,Киренга (В-Сиб)
237401,Киржач (Моск)
833552,Кирзинское (обп) (З-Сиб)
020803,Кирилловское (Окт)
045209,Кириши (Окт)
270202,Киров (Горьк)
270403,Киров-Заводская (Горьк)
270306,Киров-Котласский (Горьк)
869003,Кировская (Крым)
903420,Кирон (рзд) (В-Сиб)
522428,Кирпильский (рзд) (С-Кав)
992424,Кирпичная-Сахалинская (ДВост)
036407,Кирпичный Завод (Окт)
275300,Кирс (Горьк)
602800,Кирсанов (Ю-Вост)
247808,Киря (Горьк)
805213,Кисегач (обп) (Ю-Ур)
066629,Киселевичи (рзд) (Окт)
863721,Киселевск (З-Сиб)
265401,Киселиха (Горьк)
532504,Кисловодск (С-Кав)
950741,Кислый Ключ (Заб)
514609,Кисляковка (С-Кав)
606002,Кистендей (Ю-Вост)
932005,Китой (В-Сиб)
932103,Китой-Комбинатская (В-Сиб)
016742,Кица (Окт)
256027,Кичево (Горьк)
903401,Кичера (В-Сиб)
763805,Кишерть (Сверд)
884906,Кия-Шалтырь (Крас)
802037,Кладовка (Ю-Ур)
628020,Клевенка (Прив)
227503,Клекотки (Моск)
259434,Кленовский (обп) (Горьк)
625003,Клены (Прив)
178701,Клетня (Моск)
850204,Клещиха (З-Сиб)
775408,Климки (Сверд)
202402,Климов (Моск)
060904,Клин (Окт)
646921,Клиновка (рзд) (Кбш)
312617,Клинцево (рзд) (Сев)
202101,Клинцы (Моск)
170610,Клоково (рзд) (Моск)
804704,Клубника (Ю-Ур)
833923,Клубничная (З-Сиб)
934503,Клюевка (В-Сиб)
437507,Клюква (Ю-Вост)
203829,Клюковники (Моск)
259218,Ключевая (Горьк)
225902,Ключевка (Моск)
988132,Ключевой (рзд) (ДВост)
896138,Ключи (Крас)
249220,Ключи (рзд) (Горьк)
991210,Ключи-Сахалинские (ДВост)
635109,Ключики (Кбш)
644625,Ключищи (рзд) (Кбш)
647407,Клявлино (Кбш)
066830,Клястица (Окт)
055906,Кневицы (Окт)
974500,Кнорринг (ДВост)
014408,Княжая (Окт)
245227,Княжиха (Горьк)
284506,Княжпогост (Сев)
063315,Княжьи Горы (Окт)
625408,Князевка (Прив)
626326,Кобзаревский (рзд) (Прив)
311900,Кобостово (Сев)
032355,Кобралово (Окт)
952126,Ковали (Заб)
014376,Ковда (Окт)
015400,Ковдор (Окт)
903914,Ковокта (В-Сиб)
263105,Ковров I (Горьк)
263113,Ковров II (Горьк)
240902,Ковров-Грузовой (Горьк)
588143,Ковылкин (С-Кав)
640906,Ковылкино (Кбш)
798202,Когалым (Сверд)
634623,Кодада (рзд) (Кбш)
904349,Кодар (рзд) (В-Сиб)
296503,Кодино (Сев)
287805,Кожва I (Сев)
269309,Кожевенное (Горьк)
275530,Кожиль (Горьк)
833961,Кожурла (З-Сиб)
288507,Кожым (Сев)
436114,Козачок (бп) (Ю-Вост)
185851,Козелкино (Моск)
637903,Козелковская (Кбш)
185103,Козельск (Моск)
775617,Козий (рзд) (Сверд)
261350,Козино (Горьк)
517424,Козлова Балка (рзд) (С-Кав)
177304,Козловка (Моск)
890409,Козулька (Крас)
889327,Козыла (рзд) (Крас)
829720,Козырево (Ю-Ур)
524917,Козырьки (рзд) (С-Кав)
297313,Козье (рзд) (Сев)
314701,Козьмодемьянск (Сев)
253620,Коинсар (Горьк)
888930,Кой (рзд) (Крас)
766926,Койва (Сверд)
906518,Койра (рзд) (В-Сиб)
514101,Койсуг (С-Кав)
284101,Койты (Сев)
204003,Кокоревка (Моск)
834235,Кокошино (З-Сиб)
587418,Коксовая (С-Кав)
948671,Кокуй (Заб)
620902,Кокурино (Прив)
793001,Кокшаровский (Сверд)
297922,Кокшеньга (Сев)
017001,Кола (Окт)
016901,Кола (перев.) (Окт)
012614,Колежма (Окт)
583807,Колено (Ю-Вост)
175417,Колесники (обп) (Моск)
047100,Коли (Окт)
594337,Коллективист (Ю-Вост)
616038,Колобовка (Прив)
623402,Кологривовка (Прив)
064125,Колодези (рзд) (Окт)
597301,Колодезная (Ю-Вост)
174414,Колозовка (рзд) (Моск)
951123,Колокольный (Заб)
262511,Колокша (Горьк)
193400,Коломенское (Моск)
832870,Колония (З-Сиб)
538604,Колонка (С-Кав)
235726,Колонтаево (Моск)
843450,Колос (обп) (З-Сиб)
103635,Колосовка-Западная (Клнг)
614210,Колоцкий (рзд) (Прив)
175718,Колочь (Моск)
031600,Колпино (Окт)
208907,Колпны (Моск)
810688,Колтубанка (Ю-Ур)
292926,Колфонд (обп) (Сев)
048601,Колчаново (Окт)
795308,Колчедан (Сверд)
846116,Колыванский (рзд) (З-Сиб)
608101,Колышлей (Ю-Вост)
794305,Кольцово (Сверд)
317108,Кольчугино (Сев)
794606,Колюткино (Сверд)
894715,Колючий (Крас)
046042,Комариха (Окт)
765707,Комарихинская (Сверд)
204709,Комаричи (Моск)
250730,Комбинат (Горьк)
831504,Комбинатская (З-Сиб)
242306,Комиссаровка (Горьк)
779004,Коммунистическая (Сверд)
618813,Коммунистический (рзд) (Прив)
250820,Компрессорный (рзд) (Горьк)
018606,Комсомольск-Мурманский (Окт)
960007,Комсомольск-Сортировочный (ДВост)
960103,Комсомольск-на-Амуре (ДВост)
960300,Комсомольск-на-Амуре (перев.) (ДВост)
960423,Комсомольск-на-Амуре-II (рзд) (ДВост)
534336,Комсомольская (С-Кав)
271915,Комсомольский (рзд) (Горьк)
935722,Комушка (В-Сиб)
174325,Комягино (обп) (Моск)
061201,Конаково ГРЭС (Окт)
061131,Конаковский Мох (Окт)
437437,Конарево (Ю-Вост)
517105,Конармейская (С-Кав)
778904,Конда (Сверд)
243530,Кондаково (Горьк)
866109,Кондома (З-Сиб)
010708,Кондопога (Окт)
826084,Кондратовка-Сибирская (Ю-Ур)
622611,Кондраши (рзд) (Прив)
647110,Кондурчи (Кбш)
514332,Конелово (обп) (С-Кав)
170428,Конец (рзд) (Моск)
614723,Конный (обп) (Прив)
195213,Конобеево (Моск)
826722,Коновалово (Ю-Ур)
889026,Конок (рзд) (Крас)
530405,Коноково (С-Кав)
293007,Коноша I (Сев)
293100,Коноша II (Сев)
540322,Консервный (С-Кав)
861228,Контрольный (обп) (З-Сиб)
259420,Контугановский (Горьк)
205805,Конышевка (Моск)
785306,Копалуха (Сверд)
581801,Копанище (Ю-Вост)
768601,Копи (Сверд)
074702,Копорье (Окт)
635310,Коптевка (Кбш)
786402,Коптелово (Сверд)
774212,Коптяки (рзд) (Сверд)
874603,Копылово (рзд) (З-Сиб)
885307,Копьево (Крас)
223705,Кораблино (Моск)
764206,Кордон (Сверд)
273910,Кордяга (обп) (Горьк)
304502,Корега (рзд) (Сев)
207406,Коренево (Моск)
524902,Кореновск (С-Кав)
832704,Кормиловка (З-Сиб)
784002,Кормовище (Сверд)
201842,Коробоничи (рзд) (Моск)
955336,Короли (Заб)
314425,Коромыслово (Сев)
889350,Коростелево (рзд) (Крас)
799101,Коротчаево (до Сывдармы (стр)) (Сверд)
218805,Коротыш (Моск)
253531,Корса (Горьк)
990005,Корсаков (ДВост)
990109,Корсаков (перев.) (ДВост)
971201,Корфовская (ДВост)
845901,Корчино (З-Сиб)
925701,Коршуниха-Ангарская (В-Сиб)
632045,Коршуновка (Кбш)
274105,Коса (Горьк)
913901,Косаревский рзд (ЖДЯ)
890413,Косачи (Крас)
966434,Косграмбо (рзд) (ДВост)
842123,Косиха (рзд) (З-Сиб)
283503,Кослан (Сев)
818571,Космакты (рзд) (Ю-Ур)
860263,Космический (рзд) (З-Сиб)
193105,Космос (Моск)
304907,Космынино (Сев)
828107,Кособродск (Ю-Ур)
987549,Косогорный (рзд) (ДВост)
773987,Косолманка (Сверд)
261203,Костариха (Горьк)
262206,Костерево (Горьк)
236409,Костино (Моск)
189212,Костино (рзд) (Моск)
923227,Костомарово (В-Сиб)
027906,Костомукша-Пассажирская (Окт)
027802,Костомукша-Товарная (Окт)
785518,Костоусово (Сверд)
296414,Костринский Ручей (рзд) (Сев)
307021,Костриха (рзд) (Сев)
305007,Кострома (Сев)
305100,Кострома Новая (Сев)
298104,Костылево (Сев)
244157,Костылиха (Горьк)
794004,Косулино (Сверд)
288189,Косью (Сев)
652602,Косяковка (Кбш)
438603,Котел (Ю-Вост)
612802,Котельниково (Прив)
267801,Котельнич I (Горьк)
267905,Котельнич I (перев.) (Горьк)
267708,Котельнич II (Горьк)
921908,Котик (В-Сиб)
972011,Котиково (ДВост)
280505,Котлас-Северный (Сев)
280702,Котлас-Северный (перев.) (Сев)
280204,Котлас-Узловой (Сев)
280100,Котлас-Южный (Сев)
614704,Котлубань (Прив)
074606,Котлы (Окт)
074540,Котлы 2 (Окт)
537705,Котляревская (С-Кав)
966701,Кото (рзд) (ДВост)
054104,Котово (Окт)
602124,Котовск (Ю-Вост)
310019,Которосль (обп) (Сев)
275102,Котчиха (Горьк)
782115,Коуровка (Сверд)
318908,Кохма (Сев)
616220,Кочевая (рзд) (Прив)
852200,Коченево (З-Сиб)
600006,Кочетовка I (Ю-Вост)
831646,Кочковатский (обп) (З-Сиб)
012008,Кочкома (Окт)
288634,Кочмес (Сев)
542008,Кочубей (С-Кав)
996618,Кошевой (ДВост)
535409,Кошехабль (С-Кав)
511226,Кошкино (С-Кав)
833438,Кошкуль (З-Сиб)
189320,Кошняки (Моск)
302600,Кошта (Сев)
888706,Кошурниково (Крас)
985401,Крабовая (ДВост)
826826,Кравцево (обп) (Ю-Ур)
888979,Кравченко (Крас)
973921,Краевский (ДВост)
299605,Красавино (Сев)
608811,Красавка (Прив)
951119,Красавка-Хангли (пп) (Заб)
594604,Красивая Меча (Ю-Вост)
963046,Красивый (рзд) (ДВост)
306103,Красильниково (Сев)
971818,Красицкий (ДВост)
987426,Краскино (ДВост)
818001,Красная Башкирия (Ю-Ур)
518600,Красная Гвардия (С-Кав)
637706,Красная Глинка (Кбш)
808207,Красная Горка (Ю-Ур)
218006,Красная Заря (Моск)
605438,Красная Заря (Ю-Вост)
952516,Красная Падь (Заб)
971108,Красная Речка (ДВост)
884200,Красная Сопка (Крас)
522930,Красная Стрела (С-Кав)
522907,Красная Стрела (перев.) (С-Кав)
236108,Красноармейск (Моск)
983726,Красноармейский (рзд) (ДВост)
101536,Красновка (Клнг)
586701,Красновка (С-Кав)
810902,Красногвардеец (Ю-Ур)
810917,Красногвардеец II (Ю-Ур)
524404,Краснодар I (С-Кав)
520808,Краснодар II (С-Кав)
525407,Краснодар-Сортировочный (С-Кав)
171346,Красное (Моск)
034308,Красное Село (Окт)
251428,Краснозаринский (Горьк)
836000,Краснозерское (З-Сиб)
946208,Краснокаменск (Заб)
760309,Краснокамск (Сверд)
526310,Краснокубанская (С-Кав)
100603,Краснолесье (Клнг)
610205,Краснооктябрьская (Прив)
856323,Краснопартизанская (Крым)
869501,Красноперекопск (Крым)
804403,Красноселка (Ю-Ур)
270217,Красносельский (рзд) (Горьк)
258906,Красноуфимск (Горьк)
074907,Краснофлотск (Окт)
869107,Краснофлотская (Крым)
861340,Красноярка (обп) (З-Сиб)
890004,Красноярск (Крас)
890201,Красноярск-Восточный (Крас)
890108,Красноярск-Северный (Крас)
994326,Красноярская-Сахалинская (ДВост)
891435,Красноярские Столбы (Крас)
613311,Красноярский (рзд) (Прив)
785857,Красные Орлы (Сверд)
307229,Красный (рзд) (Сев)
840912,Красный Боец (рзд) (З-Сиб)
171609,Красный Бор (Моск)
644606,Красный Гуляй (Кбш)
837214,Красный Дол (З-Сиб)
775107,Красный Железняк (Сверд)
863505,Красный Камень (З-Сиб)
888466,Красный Кордон (рзд) (Крас)
626504,Красный Кут (Прив)
201630,Красный Рог (Моск)
022207,Красный Сокол (Окт)
191405,Красный Строитель (Моск)
247009,Красный Узел (Горьк)
051303,Красный Холм (Окт)
434227,Красный Хутор (Ю-Вост)
862954,Красулино (рзд) (З-Сиб)
853503,Крахаль (З-Сиб)
185230,Кредитная (рзд) (Моск)
435906,Крейда (Ю-Вост)
180909,Крекшино (Моск)
228224,Кремлево (Моск)
285015,Крепежная (Сев)
263336,Крестниково (Горьк)
055501,Крестцы (Окт)
181403,Кресты (Моск)
810940,Кретовка (обп) (Ю-Ур)
232304,Кривандино (Моск)
533808,Кривенковская (С-Кав)
437808,Кривецкая (Ю-Вост)
790821,Криволукский (обп) (Сверд)
211806,Криволучье (Моск)
615321,Кривомузгинский (обп) (Прив)
631517,Кривский (рзд) (Кбш)
435130,Кривцово (Ю-Вост)
880905,Критово (Крас)
888841,Крол (рзд) (Крас)
216104,Кромская (Моск)
608347,Кромщино (Ю-Вост)
205504,Кромы (Моск)
808601,Кропачево (Ю-Ур)
658401,Кротовка (Кбш)
971305,Кругликово (ДВост)
648400,Круглое Поле (Кбш)
581905,Крупенниково (Ю-Вост)
888324,Крупская (Крас)
772058,Крутая (Сверд)
308236,Крутенский (рзд) (Сев)
785414,Крутиха (Сверд)
814000,Круторожино (Ю-Ур)
885006,Крутояр (Крас)
518333,Крученая (С-Кав)
942603,Кручина (Заб)
212527,Крушма (Моск)
514703,Крыловская (С-Кав)
867008,Крым (Крым)
867101,Крым-Паром (Крым)
521603,Крымская (С-Кав)
060500,Крюково (Окт)
060603,Крюково-Грузовое (Окт)
639608,Кряж (Кбш)
624212,Кряжим (рзд) (Прив)
950606,Ксеньевская (Заб)
269506,Кстово (Горьк)
906503,Куанда (В-Сиб)
529802,Кубанская (С-Кав)
524156,Кубань (рзд) (С-Кав)
519105,Куберле (С-Кав)
182603,Кубинка I (Моск)
182707,Кубинка II (Моск)
249112,Кубня (Горьк)
636046,Кубра (Кбш)
802338,Кувалжиха (рзд) (Ю-Ур)
813402,Кувандык (Ю-Ур)
068802,Кувшиново (Окт)
905002,Кувыкта (ДВост)
652509,Куганак (Кбш)
515354,Кугей (рзд) (С-Кав)
527309,Кугуты (С-Кав)
655634,Кудеевка (пп) (Кбш)
184806,Кудринская (Моск)
269402,Кудьма (Горьк)
258003,Куеда (Горьк)
875201,Куендат (З-Сиб)
069608,Куженкино (Окт)
865337,Кузедеево (З-Сиб)
873231,Кузель (обп) (З-Сиб)
013509,Кузема (Окт)
782702,Кузино (Сверд)
596027,Кузиха (Ю-Вост)
216424,Кузмичевка (Моск)
634801,Кузнецк (Кбш)
984409,Кузнецово (ДВост)
966453,Кузнецовский (ДВост)
023106,Кузнечное (Окт)
642808,Кузоватово (Кбш)
762022,Кузьма (Сверд)
817507,Куйбас (Ю-Ур)
922703,Куйтун (В-Сиб)
941526,Кука (Заб)
057920,Куклино (Окт)
253705,Кукмор (Горьк)
047825,Куколь (Окт)
763100,Кукуштан (Сверд)
